Team,Date,Score,Score adjusted,Score with region multiplier
FlyQuest,9/6/2024 22:01,28.12189548,58.16470591,86432.75298
Hanwha Life Esports,9/7/2024 6:22,16.04539342,46.08820385,86323.20581
T1,9/7/2024 6:22,-14.88691936,15.15589107,28386.98397
T1,9/7/2024 7:15,2.338652616,32.38146305,60650.48029
Hanwha Life Esports,9/7/2024 7:15,-2.141014482,27.90179595,52260.06381
Hanwha Life Esports,9/7/2024 8:19,25.81013565,55.85294608,104612.568
T1,9/7/2024 8:19,-17.35923077,12.68357966,23756.3447
T1,9/7/2024 9:07,-13.26272845,16.78008198,31429.09355
Hanwha Life Esports,9/7/2024 9:07,14.30930325,44.35211368,83071.50892
paiN Gaming,9/7/2024 16:31,18.59619608,48.63900651,30837.13013
paiN Gaming,9/7/2024 17:32,15.62006053,45.66287096,28950.26019
paiN Gaming,9/7/2024 18:34,-7.537791691,22.50501874,14268.18188
paiN Gaming,9/7/2024 19:40,24.3845263,54.42733673,34506.93149
Team Liquid,9/7/2024 20:18,-14.12470397,15.91810646,23654.3062
FlyQuest,9/7/2024 20:18,17.50757148,47.55038191,70659.86752
Team Liquid,9/7/2024 21:10,14.6565494,44.69935983,66423.24871
FlyQuest,9/7/2024 21:10,-15.71501392,14.32779651,21291.10561
FlyQuest,9/7/2024 21:56,33.42031574,63.46312617,94306.20549
Team Liquid,9/7/2024 21:56,-22.36330272,7.67950771,11411.74846
Team Liquid,9/7/2024 22:46,9.784189023,39.82699945,59182.92119
FlyQuest,9/7/2024 22:46,-6.138884332,23.9039261,35521.23418
Gen.G,9/8/2024 6:29,8.35051052,38.39332095,71910.69014
Hanwha Life Esports,9/8/2024 6:29,11.80908866,41.85189909,78388.607
Gen.G,9/8/2024 7:41,30.99840227,61.0412127,114330.1914
Hanwha Life Esports,9/8/2024 7:41,-15.34267902,14.70013141,27533.34613
Hanwha Life Esports,9/8/2024 8:41,-8.401849576,21.64096085,40533.51968
Gen.G,9/8/2024 8:41,11.63996039,41.68277082,78071.82975
Hanwha Life Esports,9/8/2024 9:37,21.60567151,51.64848194,96737.60667
Gen.G,9/8/2024 9:37,-14.11796929,15.92484114,29827.22746
Gen.G,9/8/2024 10:43,-15.78704814,14.25576229,26701.04277
Hanwha Life Esports,9/8/2024 10:43,24.53593267,54.5787431,102225.9858
